,u,v,sim
111,Q66P__bottom,Q84P__bottom,0.39973395410708346
112,Q66P__middle,Q67P__middle,0.7113908346041511
113,Q66P__middle,Q72P__middle,0.5244643180232107
114,Q66P__top,Q67P__top,0.7375686543742644
115,Q66P__top,Q68P__top,0.6192758823844464
116,Q66P__top,Q73P__top,0.5876760751968293
117,Q67P__middle,Q72P__middle,0.5270200186702624
118,Q67P__middle,Q78P__bottom,0.49081851924203945
119,Q67P__top,Q71P__top,0.625044075127524
120,Q67P__top,Q68P__top,0.602957041977246
121,Q68P__top,Q73P__top,0.5871974296838838
122,Q69P__bottom,Q70P__bottom,0.7155237653492176
123,Q69P__bottom,Q229P__bottom,0.48434573892859967
124,Q69P__bottom,Q113__middle,0.4347057737451534
125,Q69P__bottom,Q78P__bottom,0.54485739402227
126,Q69P__bottom,Q79P__bottom,0.5315590958246512
127,Q69P__middle,Q70P__middle,0.650218317639013
128,Q69P__middle,Q257P__middle,0.4358198747961492
129,Q69P__middle,Q79P__middle,0.5204153822830866
130,Q70P__bottom,Q78P__bottom,0.6112833532700241
131,Q70P__bottom,Q72P__bottom,0.4745257915680004
132,Q70P__bottom,Q79P__bottom,0.5479823255132681
133,Q70P__middle,Q71P__top,0.5248818786582355
134,Q71P__bottom,Q73P__bottom,0.6406890241476708
135,Q71P__bottom,Q72P__bottom,0.5661141680451001
136,Q71P__middle,Q73P__middle,0.6057008557309871
137,Q71P__middle,Q72P__middle,0.5384097579364011
138,Q71P__top,Q73P__top,0.6945534895747631
139,Q71P__top,Q74P__top,0.6921201036427373
140,Q71P__top,Q76P__top,0.6893234937969795
141,Q71P__top,Q72P__top,0.5471897698690675
142,Q71P__top,Q77P__top,0.6155003408476528
143,Q71P__top,Q252__top,0.5460614466044522
144,Q72P__bottom,Q73P__bottom,0.7021908652060899
145,Q72P__middle,Q73P__middle,0.6553757505587119
146,Q72P__top,Q73P__top,0.6533190392026194
147,Q72P__top,Q80P__top,0.24785640791128388
148,Q73P__middle,Q84P__middle,0.44537182114017115
149,Q73P__top,Q252__top,0.5620477933758036
150,Q73P__top,Q74P__top,0.6235547717029198
151,Q74P__top,Q76P__top,0.6848912404467961
152,Q74P__top,Q77P__top,0.6198532453676486
153,Q76P__top,Q77P__top,0.6255340537823574
154,Q76P__top,Q113__bottom,0.5974040683187605
155,Q76P__top,Q227P__bottom,0.5511206561721766
156,Q76P__top,Q199P__top,0.5480362813863694
157,Q77P__top,Q83P__top,0.5934356289239571
158,Q78P__bottom,Q79P__bottom,0.5899833951943739
159,Q78P__bottom,Q80P__bottom,0.5303281890994335
160,Q78P__bottom,Q81P__bottom,0.530181676108615
161,Q79P__bottom,Q80P__bottom,0.6848361213110296
162,Q79P__bottom,Q81P__bottom,0.6514619883040935
163,Q79P__middle,Q80P__middle,0.7015495171794296
164,Q79P__middle,Q83P__top,0.5488538328814395
165,Q79P__middle,Q81P__middle,0.6516499065137198
166,Q79P__top,Q80P__top,0.6089676746611054
167,Q80P__bottom,Q81P__bottom,0.684361130576968
168,Q80P__middle,Q81P__middle,0.6735534096863538
169,Q80P__middle,Q83P__top,0.5486812915947744
170,Q81P__middle,Q83P__top,0.5318215430120778
171,Q82P__bottom,Q83P__bottom,0.6136623839206208
172,Q82P__bottom,Q84P__bottom,0.5356888783495376
173,Q82P__bottom,Q85P__bottom,0.5255021141649049
174,Q82P__middle,Q83P__middle,0.6023828375372319
175,Q82P__middle,Q84P__middle,0.5248429670407228
176,Q82P__top,Q83P__top,0.6538575301947251
177,Q82P__top,Q84P__top,0.6315392960462873
178,Q82P__top,Q85P__top,0.6040794834132417
179,Q83P__bottom,Q84P__bottom,0.6027981977709272
180,Q83P__bottom,Q85P__bottom,0.575562905482763
181,Q83P__middle,Q84P__middle,0.5779518667513586
182,Q83P__middle,Q85P__middle,0.5644608589704538
183,Q83P__top,Q85P__top,0.6731821543012078
184,Q83P__top,Q87P__top,0.6670446142469806
185,Q83P__top,Q89P__top,0.6656642839536603
186,Q84P__bottom,Q85P__bottom,0.6473203699312308
187,Q84P__bottom,Q87P__bottom,0.6444747450794404
188,Q84P__bottom,Q86P__bottom,0.6298316338629357
189,Q84P__middle,Q85P__middle,0.629119909661938
190,Q84P__middle,Q87P__middle,0.6283082786364599
191,Q84P__middle,Q89P__middle,0.5998306161338133
192,Q84P__top,Q87P__top,0.7236533957845434
193,Q84P__top,Q86P__top,0.6542802516343901
194,Q84P__top,Q85P__top,0.7134938890890447
195,Q84P__top,Q89P__top,0.6937634290121757
196,Q85P__bottom,Q86P__bottom,0.6042568328689156
197,Q85P__bottom,Q87P__bottom,0.632636815920398
198,Q85P__bottom,Q89P__bottom,0.5693524401784508
199,Q85P__middle,Q86P__middle,0.6127886323268206
200,Q85P__middle,Q87P__middle,0.6139084099158236
201,Q85P__middle,Q89P__middle,0.6022413263739638
202,Q85P__top,Q87P__top,0.7314781650365064
203,Q85P__top,Q86P__top,0.6415486517196464
204,Q85P__top,Q89P__top,0.7247534571098011
205,Q86P__bottom,Q87P__bottom,0.6219244678958914
206,Q86P__bottom,Q89P__bottom,0.5374399715420644
207,Q86P__middle,Q87P__middle,0.6026834186443307
208,Q86P__middle,Q89P__middle,0.5888854774332207
209,Q86P__top,Q87P__top,0.6215456674473068
210,Q87P__bottom,Q89P__bottom,0.6254063018242123
211,Q87P__middle,Q89P__middle,0.6559333742708013
212,Q87P__top,Q89P__top,0.7722164068095422
213,Q109__bottom,Q110__bottom,0.614788061421196
214,Q109__bottom,Q250__top,0.5463331036554124
215,Q109__bottom,Q177__bottom,0.5320046934379433
216,Q113__bottom,Q115__bottom,0.7287837554950806
217,Q113__bottom,Q114__bottom,0.7135529608006672
218,Q113__bottom,Q116__middle,0.6533815379286456
219,Q113__bottom,Q199P__top,0.5212023739410139
220,Q113__bottom,Q227P__bottom,0.5446699587731618
221,Q113__middle,Q115__middle,0.6010334346504559
222,Q114__bottom,Q115__bottom,0.7421601334445371
223,Q114__bottom,Q116__middle,0.651417848206839
224,Q114__bottom,Q117__middle,0.6271267723102586
225,Q115__bottom,Q116__middle,0.6970692903495918
226,Q115__bottom,Q123__top,0.5463382502644764
227,Q115__bottom,Q117__middle,0.624283022817668
228,Q116__middle,Q117__middle,0.6707655005195705
229,Q119P__middle,Q151P,0.6345268377499437
230,Q119P__middle,Q174__c2,0.621853155204535
231,Q119P__middle,Q175__c2,0.6250144453799548
232,Q122__top,Q123__top,0.6013493283299067
233,Q122__top,Q127__top,0.5646532195219196
234,Q123__top,Q127__top,0.6434150673263379
235,Q123__top,Q246__top,0.5802829253412644
236,Q124__bottom,Q126__bottom,0.6716699801192842
237,Q124__top,Q126__top,0.7489674054143359
238,Q124__top,Q129__top,0.6949259307528564
239,Q124__top,Q128__top,0.6739446870451238
240,Q126__bottom,Q147P__bottom,0.37856496834488995
241,Q126__top,Q128__top,0.6699689326294292
242,Q126__top,Q129__top,0.6882358052043964
243,Q127__top,Q250__top,0.6245649370152471
244,Q127__top,Q243__top,0.6210873406537928
245,Q128__top,Q129__top,0.7388678917416047
246,Q128__top,Q182__bottom,0.5577520182156903
247,Q134P__bottom,Q135P__bottom,0.7410158404917645
248,Q134P__bottom,Q136P__bottom,0.7101178268387823
249,Q134P__bottom,Q137P__bottom,0.6497567056741866
250,Q134P__bottom,Q138P__bottom,0.7380546751188589
251,Q135P__bottom,Q138P__bottom,0.7750807786271574
252,Q135P__bottom,Q136P__bottom,0.7198557805973678
253,Q136P__bottom,Q138P__bottom,0.7596671949286846
254,Q136P__bottom,Q137P__bottom,0.7109013705541074
255,Q136P__top,Q137P__top,0.603322528363047
256,Q137P__bottom,Q138P__bottom,0.7024960380348653
257,Q137P__top,Q227P__top,0.3337809609071919
258,Q139P,Q140P,0.6866052391105696
259,Q139P,Q164__top,0.5828876067551689
260,Q139P,Q165P,0.5802467456506658
261,Q140P,Q164__top,0.5288041667397366
262,Q140P,Q172P__top,0.5367338834223183
263,Q142P__bottom,Q143P__bottom,0.6323404013415951
264,Q142P__bottom,Q146P__bottom,0.5322892388153033
265,Q142P__bottom,Q147P__bottom,0.5193849127394691
266,Q142P__top,Q143P__top,0.6757275257369829
267,Q142P__top,Q146P__top,0.5667830641641205
268,Q142P__top,Q148P__top,0.5797651309846432
269,Q143P__top,Q147P__top,0.6333594531060013
270,Q143P__top,Q146P__top,0.6193898781377503
271,Q143P__top,Q148P__top,0.588181253208679
272,Q146P__bottom,Q147P__bottom,0.7839312631896291
273,Q146P__top,Q147P__top,0.8323564528383806
274,Q146P__top,Q148P__top,0.7658500654735924
275,Q147P__top,Q148P__top,0.7853305112341257
276,Q150__c2,Q187__bottom,0.6981729225594373
277,Q151P,Q187__bottom,0.7068158086257634
278,Q151P,Q165P,0.6807133044057837
279,Q158__middle,Q159__middle,0.6788455302129499
280,Q158__top,Q159__top,0.7553216807255996
281,Q159__middle,Q161__middle,0.4927904601278001
282,Q159__top,Q244__top,0.4848131868131868
283,Q160__middle,Q161__middle,0.6259353398104378
284,Q164__top,Q173P__top,0.7913892356776252
285,Q164__top,Q168P,0.7782296729821777
286,Q164__top,Q172P__top,0.6861617242165442
287,Q164__top,Q254P__top,0.6830051032039703
288,Q164__top,Q166P,0.7463304280728829
289,Q164__top,Q167P,0.7158164249513355
290,Q165P,Q189__bottom,0.7784471662309744
291,Q165P,Q168P,0.7759293768788171
292,Q165P,Q173P__top,0.7368635825727383
293,Q165P,Q174__c2,0.6768774569147272
294,Q166P,Q168P,0.8424428793439804
295,Q166P,Q167P,0.8080327350637491
296,Q167P,Q168P,0.8433191151671461
297,Q168P,Q173P__top,0.7482061964752174
298,Q169P__top,Q170P__top,0.7135175055967136
299,Q169P__top,Q172P__top,0.6785950668490491
300,Q170P__top,Q186__bottom,0.633165342120566
301,Q171P__bottom,Q172P__bottom,0.6589403055424626
302,Q171P__bottom,Q239P__bottom,0.49987523220672636
303,Q173P__top,Q254P__top,0.6559855735885698
304,Q174__c2,Q175__c2,0.7542395821722584
305,Q174__c2,Q189__bottom,0.6852665242373174
306,Q175__c2,Q189__bottom,0.6607040963919373
307,Q177__bottom,Q178__bottom,0.7826994394135404
308,Q177__bottom,Q180__bottom,0.7178394761673291
309,Q177__bottom,Q181__bottom,0.6996645635332641
310,Q178__bottom,Q180__bottom,0.7454035970605896
311,Q178__bottom,Q181__bottom,0.7141602108457791
312,Q178__bottom,Q202P__top,0.6340169125954329
313,Q179__bottom,Q181__bottom,0.8971459137278875
314,Q179__bottom,Q192__bottom,0.8824488340401686
315,Q179__bottom,Q180__bottom,0.8469032972911015
316,Q179__bottom,Q191__bottom,0.8720055018530547
317,Q180__bottom,Q181__bottom,0.8654127732076777
318,Q180__bottom,Q249__top,0.7184399393818088
319,Q180__bottom,Q191__bottom,0.8300054906057075
320,Q181__bottom,Q189__bottom,0.8720922517549331
321,Q181__bottom,Q191__bottom,0.8801347070255304
322,Q181__bottom,Q192__bottom,0.8779937862957671
323,Q181__bottom,Q194__bottom,0.8476026941405106
324,Q182__bottom,Q183__bottom,0.7341038213090513
325,Q182__bottom,Q186__bottom,0.6940592009935831
326,Q182__bottom,Q184__bottom,0.7116756600152102
327,Q182__bottom,Q185__bottom,0.5643759056096046
328,Q182__bottom,Q188__bottom,0.7130542843616854
329,Q183__bottom,Q193__bottom,0.7807493761548279
330,Q183__bottom,Q184__bottom,0.7338391337413537
331,Q183__bottom,Q195__bottom,0.6038018522842244
332,Q184__bottom,Q187__bottom,0.7481568205550106
333,Q184__bottom,Q188__bottom,0.7457357041972984
334,Q184__bottom,Q185__bottom,0.5735523123166625
335,Q184__bottom,Q193__bottom,0.733694274435954
336,Q184__bottom,Q254P__top,0.6548183826458552
337,Q185__bottom,Q186__bottom,0.667086644698585
338,Q185__bottom,Q197P__top,0.4509495971846552
339,Q185__top,Q186__top,0.6764319547824702
340,Q186__bottom,Q193__bottom,0.671828866411414
341,Q187__bottom,Q191__bottom,0.7554269950316714
342,Q187__bottom,Q188__bottom,0.7110559124133785
343,Q187__bottom,Q189__bottom,0.7493730012340928
344,Q187__bottom,Q194__bottom,0.7526620612657875
345,Q188__bottom,Q195__bottom,0.6453171847877545
346,Q188__bottom,Q193__bottom,0.7090119435396308
347,Q189__bottom,Q191__bottom,0.887233110842766
348,Q189__bottom,Q190__bottom,0.7152961159251051
349,Q189__bottom,Q192__bottom,0.8767877508750311
350,Q190__bottom,Q191__bottom,0.7221887429191274
351,Q190__bottom,Q194__bottom,0.6941176470588235
352,Q190__bottom,Q202P__top,0.6332368033328253
353,Q191__bottom,Q192__bottom,0.8901327949870875
354,Q191__bottom,Q194__bottom,0.8679308451515273
355,Q192__bottom,Q194__bottom,0.8896215408413408
356,Q192__bottom,Q243__top,0.7118886252507112
357,Q192__bottom,Q249__top,0.7166472215303541
358,Q193__bottom,Q195__bottom,0.6190258490961388
359,Q194__bottom,Q220P__bottom,0.6674481892401088
360,Q197P__bottom,Q198P__bottom,0.717294671008425
361,Q197P__top,Q198P__top,0.6643799307742679
362,Q202P__top,Q222P__top,0.6528467253243864
363,Q202P__top,Q204P__top,0.5608374131260913
364,Q204P__bottom,Q206P__bottom,0.6678869801933728
365,Q204P__bottom,Q205P__bottom,0.5263537748228502
366,Q204P__bottom,Q207P__bottom,0.6169189418588202
367,Q204P__top,Q206P__top,0.7476937362482085
368,Q204P__top,Q207P__top,0.6810795534831143
369,Q205P__bottom,Q207P__bottom,0.6060274691628029
370,Q205P__bottom,Q211P__bottom,0.5795000106926712
371,Q205P__bottom,Q206P__bottom,0.6021782871139882
372,Q206P__bottom,Q207P__bottom,0.7406422407695572
373,Q206P__top,Q207P__top,0.756784810674048
374,Q209P__bottom,Q211P__bottom,0.6886080280575694
375,Q209P__bottom,Q213P__bottom,0.6063748552848732
376,Q209P__bottom,Q214P__bottom,0.6491375016978314
377,Q209P__bottom,Q216P__bottom,0.648512283679917
378,Q209P__bottom,Q217P__bottom,0.6188388304554524
379,Q210P__bottom,Q212P__bottom,0.8245425188374597
380,Q210P__bottom,Q215P__bottom,0.7319358259025569
381,Q210P__bottom,Q211P__bottom,0.7093566946515791
382,Q211P__bottom,Q212P__bottom,0.740650717038786
383,Q211P__bottom,Q214P__bottom,0.6691259810525866
384,Q212P__bottom,Q215P__bottom,0.7269349630195493
385,Q212P__bottom,Q220P__bottom,0.7084215536625799
386,Q213P__bottom,Q214P__bottom,0.6169692579345316
387,Q213P__bottom,Q216P__bottom,0.59008817843165
388,Q214P__bottom,Q216P__bottom,0.6903608457463667
389,Q214P__bottom,Q215P__bottom,0.6704233706532217
390,Q215P__bottom,Q219P__bottom,0.762289612219174
391,Q215P__bottom,Q216P__bottom,0.6803403277229925
392,Q215P__bottom,Q220P__bottom,0.7014952319989496
393,Q216P__bottom,Q221P__bottom,0.23751591455651436
394,Q217P__bottom,Q218P__bottom,0.6852319243250122
395,Q217P__bottom,Q219P__bottom,0.626135635390357
396,Q218P__bottom,Q219P__bottom,0.7550608813661552
397,Q218P__bottom,Q220P__bottom,0.6839496446567204
398,Q219P__bottom,Q220P__bottom,0.8119388776732811
399,Q221P__bottom,Q222P__bottom,0.6449207828518173
400,Q221P__middle,Q222P__middle,0.6461189208067755
401,Q221P__middle,Q255P__middle,0.27644920039019777
402,Q221P__top,Q222P__top,0.8468286099865048
403,Q221P__top,Q234P__top,0.6317611649471981
404,Q221P__top,Q254P__top,0.6130631126776077
405,Q222P__top,Q234P__top,0.6866159814888916
406,Q224P__bottom,Q229P__bottom,0.6105724491940083
407,Q224P__bottom,Q227P__top,0.3667773396970326
408,Q227P__bottom,Q230P__bottom,0.6923058728919794
409,Q227P__top,Q230P__top,0.6170914829515566
410,Q234P__top,Q250__top,0.6961498982236991
411,Q234P__top,Q238P__top,0.557246994554533
412,Q234P__top,Q243__top,0.6715259371450208
413,Q237P__bottom,Q239P__bottom,0.6482664360826755
414,Q237P__bottom,Q245__bottom,0.6082686097098781
415,Q237P__bottom,Q238P__top,0.509626068618336
416,Q238P__top,Q250__top,0.6022155085599195
417,Q238P__top,Q246__top,0.5620567375886525
418,Q239P__bottom,Q245__bottom,0.5364987855979929
419,Q243__top,Q249__top,0.8155258375658171
420,Q243__top,Q246__top,0.7109680676511423
421,Q243__top,Q250__top,0.7090432916824435
422,Q243__top,Q244__top,0.6080241070301653
423,Q244__top,Q246__top,0.6428162891786776
424,Q244__top,Q249__top,0.5849059534349129
425,Q246__top,Q249__top,0.6966745880123635
426,Q246__top,Q250__top,0.67272663027155
427,Q249__top,Q250__top,0.7002780237019088
428,Q251__top,Q252__top,0.6359574529416852
429,Q254P__top,Q255P__top,0.628905532914785
430,Q254P__top,Q256P__top,0.520450122994456
431,Q254P__top,Q257P__top,0.6021221133017587
432,Q255P__middle,Q256P__middle,0.6466119551957413
433,Q255P__middle,Q257P__middle,0.5686882546652031
434,Q255P__top,Q256P__top,0.7253868949621337
435,Q255P__top,Q257P__top,0.7015352321369773
436,Q256P__middle,Q257P__middle,0.6266465422612514
437,Q256P__top,Q257P__top,0.7266330506532203
438,Q256P__top,Q258P__top,0.3942664245710048
439,Q257P__middle,Q258P__middle,0.42615257958287595
440,Q258P__bottom,Q259P__bottom,0.7714211133105654
441,Q258P__middle,Q259P__middle,0.6093244963923079
442,Q258P__top,Q259P__top,0.7116927882802823
