,u,v,sim
122,Q179__bottom,Q7P,0.7833518002012252
123,Q179__bottom,Q191__bottom,0.8720055018530547
124,Q179__bottom,Q189__bottom,0.8681975063360461
125,Q179__bottom,Q180__bottom,0.8469032972911015
126,Q179__bottom,Q194__bottom,0.8364599651039876
127,Q179__bottom,Q18P,0.8276990185387132
128,Q179__bottom,Q1P__top,0.8261000080819276
129,Q179__bottom,Q58P__top,0.794177205517136
130,Q179__bottom,Q57P__c1,0.7523784052267604
131,Q179__bottom,Q187__bottom,0.7393497115347878
132,Q179__bottom,Q51P__bottom,0.7134578891733211
133,Q179__bottom,Q249__top,0.7123498770998102
134,Q179__bottom,Q243__top,0.7053069957589883
135,Q179__bottom,Q44P__top,0.7007475897553458
136,Q180__bottom,Q181__bottom,0.8654127732076777
137,Q180__bottom,Q249__top,0.7184399393818088
138,Q180__bottom,Q191__bottom,0.8300054906057075
139,Q180__bottom,Q194__bottom,0.8290698485800014
140,Q180__bottom,Q192__bottom,0.8151750717722166
141,Q180__bottom,Q189__bottom,0.8145012539975318
142,Q180__bottom,Q58P__top,0.7494444295697341
143,Q180__bottom,Q55P__bottom,0.7492798637376951
144,Q180__bottom,Q187__bottom,0.7484631001057959
145,Q180__bottom,Q7P,0.7410412258594897
146,Q180__bottom,Q1P__top,0.7386535508526434
147,Q180__bottom,Q18P,0.7365096077915241
148,Q180__bottom,Q57P__c1,0.7285434138607252
149,Q180__bottom,Q51P__bottom,0.7158951190918709
150,Q180__bottom,Q243__top,0.7092900237325938
151,Q180__bottom,Q44P__top,0.7024704772252881
152,Q181__bottom,Q191__bottom,0.8801347070255304
153,Q181__bottom,Q192__bottom,0.8779937862957671
154,Q181__bottom,Q189__bottom,0.8720922517549331
155,Q181__bottom,Q194__bottom,0.8476026941405106
156,Q181__bottom,Q55P__bottom,0.8057635949202214
157,Q181__bottom,Q58P__top,0.7963554561669728
158,Q181__bottom,Q1P__top,0.7910590788911596
159,Q181__bottom,Q18P,0.7906090575214029
160,Q181__bottom,Q7P,0.7814205468146846
161,Q181__bottom,Q57P__c1,0.7472246625668876
162,Q181__bottom,Q187__bottom,0.7433112371216356
163,Q181__bottom,Q51P__bottom,0.7164097649282538
164,Q181__bottom,Q249__top,0.7158240822085563
165,Q181__bottom,Q243__top,0.7109655778292469
166,Q181__bottom,Q44P__top,0.7002901791656684
167,Q182__bottom,Q183__bottom,0.7341038213090513
168,Q182__bottom,Q186__bottom,0.6940592009935831
169,Q182__bottom,Q22P,0.6115504036431381
170,Q182__bottom,Q188__bottom,0.7130542843616854
171,Q182__bottom,Q184__bottom,0.7116756600152102
172,Q182__bottom,Q193__bottom,0.7008019505876526
173,Q183__bottom,Q193__bottom,0.7807493761548279
174,Q183__bottom,Q184__bottom,0.7338391337413537
175,Q183__bottom,Q9P,0.564187874542766
176,Q183__bottom,Q188__bottom,0.7020196124212001
177,Q184__bottom,Q187__bottom,0.7481568205550106
178,Q184__bottom,Q188__bottom,0.7457357041972984
179,Q184__bottom,Q193__bottom,0.733694274435954
180,Q185__bottom,Q186__bottom,0.667086644698585
181,Q187__bottom,Q191__bottom,0.7554269950316714
182,Q187__bottom,Q194__bottom,0.7526620612657875
183,Q187__bottom,Q189__bottom,0.7493730012340928
184,Q187__bottom,Q192__bottom,0.7313818281923888
185,Q187__bottom,Q188__bottom,0.7110559124133785
186,Q188__bottom,Q195__bottom,0.6453171847877545
187,Q188__bottom,Q193__bottom,0.7090119435396308
188,Q189__bottom,Q191__bottom,0.887233110842766
189,Q189__bottom,Q192__bottom,0.8767877508750311
190,Q189__bottom,Q194__bottom,0.8375376531004923
191,Q189__bottom,Q55P__bottom,0.8047992385341783
192,Q189__bottom,Q18P,0.7896313566226701
193,Q189__bottom,Q1P__top,0.7896274231350952
194,Q189__bottom,Q58P__top,0.7875767990551892
195,Q189__bottom,Q7P,0.7739221592643214
196,Q189__bottom,Q57P__c1,0.7532079778128691
197,Q189__bottom,Q190__bottom,0.7152961159251051
198,Q189__bottom,Q249__top,0.7113284411948142
199,Q189__bottom,Q51P__bottom,0.7113019015645112
200,Q18P,Q55P__bottom,0.8434611627382712
201,Q18P,Q24P,0.7631080860878175
202,Q18P,Q1P__top,0.8369066999180261
203,Q18P,Q192__bottom,0.7992579500871156
204,Q18P,Q58P__top,0.7880018551247822
205,Q18P,Q191__bottom,0.7829002619737023
206,Q18P,Q7P,0.7784128655410572
207,Q18P,Q194__bottom,0.7501096779854347
208,Q18P,Q57P__c1,0.7482420185763171
209,Q18P,Q51P__bottom,0.7008611288684993
210,Q190__bottom,Q191__bottom,0.7221887429191274
211,Q191__bottom,Q192__bottom,0.8901327949870875
212,Q191__bottom,Q194__bottom,0.8679308451515273
213,Q191__bottom,Q55P__bottom,0.7994013475941186
214,Q191__bottom,Q58P__top,0.7979999464510429
215,Q191__bottom,Q1P__top,0.7868680221213905
216,Q191__bottom,Q7P,0.781219450135926
217,Q191__bottom,Q57P__c1,0.7512889531691508
218,Q191__bottom,Q51P__bottom,0.7143679777161759
219,Q191__bottom,Q249__top,0.7105111619996518
220,Q191__bottom,Q243__top,0.7009896481994831
221,Q192__bottom,Q194__bottom,0.8896215408413408
222,Q192__bottom,Q55P__bottom,0.8233474438293715
223,Q192__bottom,Q1P__top,0.8006534815789778
224,Q192__bottom,Q58P__top,0.7905955455343917
225,Q192__bottom,Q7P,0.7752972484039694
226,Q192__bottom,Q57P__c1,0.7415938020266639
227,Q192__bottom,Q51P__bottom,0.7194918920336116
228,Q192__bottom,Q249__top,0.7166472215303541
229,Q192__bottom,Q243__top,0.7118886252507112
230,Q192__bottom,Q44P__top,0.7026991597079297
231,Q194__bottom,Q44P__top,0.707822203614542
232,Q194__bottom,Q220P__bottom,0.6674481892401088
233,Q194__bottom,Q55P__bottom,0.7701951256168124
234,Q194__bottom,Q58P__top,0.7611314894642427
235,Q194__bottom,Q7P,0.7555962857643428
236,Q194__bottom,Q1P__top,0.7548635886067911
237,Q194__bottom,Q57P__c1,0.7464291178147731
238,Q194__bottom,Q249__top,0.7151210662200823
239,Q194__bottom,Q51P__bottom,0.7131672597864769
240,Q194__bottom,Q243__top,0.7092596469192659
241,Q199P__top,Q4P__top,0.6843324844563746
242,Q199P__top,Q76P__top,0.5480362813863694
243,Q1P__top,Q55P__bottom,0.8389964554974426
244,Q1P__top,Q58P__top,0.8052024522877628
245,Q1P__top,Q7P,0.7813607657049173
246,Q1P__top,Q57P__c1,0.7539399397319109
247,Q200P__middle,Q46P__middle,0.5549877036581617
248,Q201P__bottom,Q205P__bottom,0.5559881025282127
249,Q202P__top,Q222P__top,0.6528467253243864
250,Q202P__top,Q204P__top,0.5608374131260913
251,Q203P__bottom,Q205P__bottom,0.5787551395328493
252,Q204P__bottom,Q206P__bottom,0.6678869801933728
253,Q204P__top,Q206P__top,0.7476937362482085
254,Q205P__bottom,Q207P__bottom,0.6060274691628029
255,Q205P__bottom,Q211P__bottom,0.5795000106926712
256,Q205P__top,Q206P__top,0.5695348485176135
257,Q206P__bottom,Q207P__bottom,0.7406422407695572
258,Q206P__top,Q207P__top,0.756784810674048
259,Q206P__top,Q93,0.5533254707046881
260,Q207P__top,Q208P__top,0.5740898144213061
261,Q209P__bottom,Q211P__bottom,0.6886080280575694
262,Q20P,Q22P,0.6337563705406216
263,Q210P__bottom,Q212P__bottom,0.8245425188374597
264,Q210P__bottom,Q215P__bottom,0.7319358259025569
265,Q210P__bottom,Q211P__bottom,0.7093566946515791
266,Q211P__bottom,Q212P__bottom,0.740650717038786
267,Q212P__bottom,Q215P__bottom,0.7269349630195493
268,Q212P__bottom,Q220P__bottom,0.7084215536625799
269,Q213P__bottom,Q214P__bottom,0.6169692579345316
270,Q214P__bottom,Q216P__bottom,0.6903608457463667
271,Q215P__bottom,Q219P__bottom,0.762289612219174
272,Q215P__bottom,Q216P__bottom,0.6803403277229925
273,Q215P__bottom,Q220P__bottom,0.7014952319989496
274,Q217P__bottom,Q218P__bottom,0.6852319243250122
275,Q218P__bottom,Q219P__bottom,0.7550608813661552
276,Q219P__bottom,Q220P__bottom,0.8119388776732811
277,Q221P__top,Q222P__top,0.8468286099865048
278,Q222P__top,Q234P__top,0.6866159814888916
279,Q224P__bottom,Q229P__bottom,0.6105724491940083
280,Q226P__bottom,Q227P__bottom,0.5410014427966603
281,Q227P__bottom,Q230P__bottom,0.6923058728919794
282,Q227P__bottom,Q76P__top,0.5511206561721766
283,Q228P__bottom,Q229P__bottom,0.5645997366135224
284,Q229P__bottom,Q253P__bottom,0.5032692801873054
285,Q22P,Q36P__bottom,0.5563355651044269
286,Q230P__bottom,Q231P__bottom,0.597695828832999
287,Q234P__top,Q250__top,0.6961498982236991
288,Q235P__bottom,Q242__bottom,0.5626710212728396
289,Q235P__bottom,Q236P__bottom,0.5323393154320155
290,Q237P__bottom,Q239P__bottom,0.6482664360826755
291,Q237P__bottom,Q245__bottom,0.6082686097098781
292,Q238P__top,Q250__top,0.6022155085599195
293,Q239P__bottom,Q64P__bottom,0.5178057155516171
294,Q241__top,Q244__top,0.5943516483516483
295,Q241__top,Q247__top,0.5341632228785843
296,Q242__bottom,Q245__bottom,0.5914246623709065
297,Q242__bottom,Q33P__bottom,0.5750507547003266
298,Q242__bottom,Q246__top,0.55309616411195
299,Q243__top,Q249__top,0.8155258375658171
300,Q243__top,Q246__top,0.7109680676511423
301,Q243__top,Q250__top,0.7090432916824435
302,Q243__top,Q51P__bottom,0.7006187313737652
303,Q244__top,Q246__top,0.6428162891786776
304,Q247__top,Q248__top,0.5639384285586685
305,Q249__top,Q51P__bottom,0.7125243937491491
306,Q249__top,Q55P__bottom,0.7012499060691831
307,Q249__top,Q250__top,0.7002780237019088
308,Q24P,Q51P__bottom,0.7025399754927916
309,Q251__middle,Q252__middle,0.5182856381087807
310,Q251__top,Q252__top,0.6359574529416852
311,Q252__top,Q73P__top,0.5620477933758036
312,Q253P__bottom,Q69P__bottom,0.5131485242528948
313,Q254P__top,Q255P__top,0.628905532914785
314,Q255P__top,Q256P__top,0.7253868949621337
315,Q255P__top,Q257P__top,0.7015352321369773
316,Q256P__top,Q257P__top,0.7266330506532203
317,Q258P__bottom,Q259P__bottom,0.7714211133105654
318,Q259P__bottom,Q39P__middle,0.5033285210137953
319,Q27P__top,Q6P__top,0.645361978774245
320,Q27P__top,Q38P__top,0.5281036746819365
321,Q29P__middle,Q31P__middle,0.669457434504953
322,Q29P__top,Q31P__top,0.6718532404927692
323,Q2P__top,Q3P__top,0.5596239949365902
324,Q2P__top,Q4P__top,0.5074519952861797
325,Q30P__middle,Q31P__middle,0.6635556404258366
326,Q30P__middle,Q34P__middle,0.5022412742623379
327,Q31P__top,Q35P__top,0.5060933200278206
328,Q33P__bottom,Q35P__bottom,0.6120115905283651
329,Q33P__bottom,Q62P__top,0.5086023452709739
330,Q33P__bottom,Q37P__bottom,0.5043238103862
331,Q34P__middle,Q39P__middle,0.5852181584857234
332,Q34P__top,Q38P__top,0.5662924032489249
333,Q37P__middle,Q41P__middle,0.5934888337468983
334,Q38P__middle,Q40P__middle,0.5168288823896054
335,Q38P__top,Q39P__top,0.5679347826086957
336,Q39P__middle,Q41P__middle,0.6394640198511167
337,Q39P__middle,Q40P__middle,0.5600737888995829
338,Q39P__top,Q40P__top,0.6048321326627701
339,Q40P__top,Q41P__top,0.549618320610687
340,Q42__c2,Q51P__bottom,0.655991407349137
341,Q43P__bottom,Q6P__top,0.5594879013338696
342,Q44P__top,Q58P__top,0.7017724704811373
343,Q46P__middle,Q49__middle,0.6045381186596988
344,Q46P__middle,Q59P__middle,0.5801759913925607
345,Q46P__middle,Q47P__middle,0.5193090992929603
346,Q48__middle,Q49__middle,0.6322371666988438
347,Q49__middle,Q50__middle,0.5776433489928566
348,Q51P__bottom,Q53P__bottom,0.7852896237689666
349,Q51P__bottom,Q55P__bottom,0.7817423540315107
350,Q51P__bottom,Q52P__bottom,0.7799948565118073
351,Q51P__bottom,Q58P__top,0.7227502744384053
352,Q51P__bottom,Q54P__bottom,0.7111477542622876
353,Q52P__bottom,Q53P__bottom,0.7580244962465429
354,Q52P__bottom,Q55P__bottom,0.7378077799764546
355,Q53P__bottom,Q54P__bottom,0.7455314827352743
356,Q53P__bottom,Q55P__bottom,0.7044310297322346
357,Q54P__bottom,Q56P__top,0.6175246609124537
358,Q54P__bottom,Q59P__middle,0.5738291582386805
359,Q55P__bottom,Q58P__top,0.8018936452671392
360,Q55P__bottom,Q7P,0.7699321193297097
361,Q55P__bottom,Q57P__c1,0.7411517170553316
362,Q57P__c1,Q7P,0.7648549210927077
363,Q57P__c1,Q58P__top,0.7311708479477362
364,Q58P__top,Q7P,0.7809178291252777
365,Q59P__middle,Q60P__middle,0.6431308474840015
366,Q61P__top,Q63P__top,0.5175021376656691
367,Q62P__top,Q63P__top,0.7616057838660578
368,Q64P__top,Q6P__top,0.5130147239537949
369,Q65P__bottom,Q69P__bottom,0.5428480995964445
370,Q65P__middle,Q69P__middle,0.5639433952338366
371,Q66P__middle,Q67P__middle,0.7113908346041511
372,Q66P__top,Q67P__top,0.7375686543742644
373,Q66P__top,Q68P__top,0.6192758823844464
374,Q67P__middle,Q68P__middle,0.5349548801991495
375,Q67P__middle,Q72P__middle,0.5270200186702624
376,Q67P__top,Q71P__top,0.625044075127524
377,Q69P__bottom,Q70P__bottom,0.7155237653492176
378,Q69P__middle,Q70P__middle,0.650218317639013
379,Q69P__middle,Q75P__middle,0.5267393907143807
380,Q70P__bottom,Q78P__bottom,0.6112833532700241
381,Q71P__middle,Q73P__middle,0.6057008557309871
382,Q71P__top,Q73P__top,0.6945534895747631
383,Q71P__top,Q74P__top,0.6921201036427373
384,Q71P__top,Q76P__top,0.6893234937969795
385,Q72P__middle,Q73P__middle,0.6553757505587119
386,Q72P__middle,Q77P__middle,0.5181345755136111
387,Q72P__top,Q73P__top,0.6533190392026194
388,Q73P__middle,Q74P__middle,0.5715620103651923
389,Q73P__middle,Q76P__middle,0.5174761962154996
390,Q74P__top,Q75P__middle,0.5672262503538223
391,Q75P__bottom,Q80P__bottom,0.5073160472313193
392,Q75P__middle,Q80P__middle,0.5685335461842047
393,Q76P__top,Q77P__top,0.6255340537823574
394,Q77P__middle,Q78P__bottom,0.5284479390505958
395,Q77P__top,Q83P__top,0.5934356289239571
396,Q78P__bottom,Q79P__bottom,0.5899833951943739
397,Q78P__middle,Q79P__middle,0.5639496690080348
398,Q79P__bottom,Q80P__bottom,0.6848361213110296
399,Q79P__middle,Q80P__middle,0.7015495171794296
400,Q80P__bottom,Q81P__bottom,0.684361130576968
401,Q80P__bottom,Q88P__bottom,0.5431601718595078
402,Q80P__middle,Q81P__middle,0.6735534096863538
403,Q82P__middle,Q83P__middle,0.6023828375372319
404,Q82P__top,Q83P__top,0.6538575301947251
405,Q83P__middle,Q84P__middle,0.5779518667513586
406,Q83P__top,Q85P__top,0.6731821543012078
407,Q84P__middle,Q85P__middle,0.629119909661938
408,Q84P__middle,Q87P__middle,0.6283082786364599
409,Q84P__top,Q87P__top,0.7236533957845434
410,Q84P__top,Q86P__top,0.6542802516343901
411,Q84P__top,Q85P__top,0.7134938890890447
412,Q85P__middle,Q86P__middle,0.6127886323268206
413,Q85P__top,Q87P__top,0.7314781650365064
414,Q85P__top,Q89P__top,0.7247534571098011
415,Q87P__middle,Q89P__middle,0.6559333742708013
416,Q87P__top,Q89P__top,0.7722164068095422
417,Q88P__bottom,Q89P__middle,0.5179201918593032
418,Q88P__middle,Q89P__top,0.588314693405322
419,Q91,Q93,0.5334231919464218
