u,v,sim
Q113__bottom,Q117__middle,0.6085697869707416
Q113__bottom,Q123__top,0.506596938062636
Q113__bottom,Q131P__middle,0.5092452124969769
Q113__bottom,Q199P__top,0.5212023739410139
Q113__bottom,Q227P__bottom,0.5446699587731618
Q113__bottom,Q253P__middle,0.5342952928917682
Q113__bottom,Q4P__top,0.5064785031486432
Q113__bottom,Q54P__bottom,0.5094523105648048
Q113__bottom,Q59P__middle,0.5056699928030967
Q113__bottom,Q71P__top,0.583903411407602
Q113__bottom,Q74P__top,0.5852984083436759
Q113__bottom,Q75P__middle,0.5200878009844353
Q113__bottom,Q76P__top,0.5974040683187605
Q113__bottom,Q77P__top,0.5116205318715172
Q113__bottom,Q83P__top,0.5019707334752865
Q114__bottom,Q115__bottom,0.7421601334445371
Q114__bottom,Q116__middle,0.651417848206839
Q114__bottom,Q117__middle,0.6271267723102586
Q114__bottom,Q227P__bottom,0.5054211843202668
Q114__bottom,Q253P__middle,0.5089866555462885
Q114__bottom,Q71P__top,0.5318598832360301
Q114__bottom,Q74P__top,0.5687656380316931
Q114__bottom,Q75P__middle,0.5234570475396163
Q114__bottom,Q76P__top,0.5494787322768974
Q114__bottom,Q77P__top,0.5221434528773978
Q115__bottom,Q116__middle,0.6970692903495918
Q115__bottom,Q117__middle,0.624283022817668
Q115__bottom,Q123__top,0.5463382502644764
Q115__bottom,Q199P__top,0.5063219593887377
Q115__bottom,Q227P__bottom,0.5252459702742307
Q115__bottom,Q253P__middle,0.5117647058823529
Q115__bottom,Q71P__top,0.5273812015909567
Q115__bottom,Q74P__top,0.5767008582792548
Q115__bottom,Q75P__middle,0.5230898053171447
Q115__bottom,Q76P__top,0.5586560602888843
Q115__bottom,Q83P__top,0.5025957714046473
Q116__middle,Q117__middle,0.6707655005195705
Q116__middle,Q123__top,0.5328649274436615
Q116__middle,Q131P__middle,0.5246795981988223
Q116__middle,Q235P__bottom,0.5120150675441635
Q116__middle,Q253P__middle,0.5173406650502251
Q116__middle,Q54P__bottom,0.5354364400186712
Q116__middle,Q59P__middle,0.5280970998424461
Q116__middle,Q74P__top,0.5483850017319016
Q116__middle,Q75P__middle,0.5352874956702459
Q116__middle,Q76P__top,0.5212374437131971
Q117__middle,Q253P__middle,0.5039777247414479
Q117__middle,Q74P__top,0.5234611448603218
Q117__middle,Q75P__middle,0.5335454786528773
Q117__middle,Q76P__top,0.5069831167683196
Q117__middle,Q93,0.5174803083273661
Q123__top,Q122__top,0.6013493283299067
Q123__top,Q125__top,0.5296113694884129
Q123__top,Q127__top,0.6434150673263379
Q123__top,Q76P__top,0.5028044471945547
Q131P__middle,Q253P__middle,0.5155992348789658
Q131P__middle,Q46P__middle,0.5426721487857362
Q131P__middle,Q59P__middle,0.5247709634124993
Q131P__middle,Q75P__middle,0.5240199635028472
Q199P__top,Q206P__top,0.5112125078390243
Q199P__top,Q221P__top,0.5175036586305168
Q199P__top,Q222P__top,0.5155195681511471
Q199P__top,Q234P__top,0.5040275578907079
Q199P__top,Q4P__top,0.6843324844563746
Q199P__top,Q74P__top,0.5148605395518976
Q199P__top,Q76P__top,0.5480362813863694
Q199P__top,Q93,0.5002948485741965
Q227P__bottom,Q134P__bottom,0.5046044959182853
Q227P__bottom,Q137P__bottom,0.5151730173372123
Q227P__bottom,Q226P__bottom,0.5410014427966603
Q227P__bottom,Q230P__bottom,0.6923058728919794
Q227P__bottom,Q231P__bottom,0.5956384966531848
Q227P__bottom,Q235P__bottom,0.5015292583097198
Q227P__bottom,Q71P__top,0.5029500952022754
Q227P__bottom,Q76P__top,0.5511206561721766
Q253P__middle,Q54P__bottom,0.5005640267620974
Q253P__middle,Q71P__top,0.516079101788107
Q253P__middle,Q74P__top,0.526814292246391
Q253P__middle,Q75P__middle,0.5112633586093743
Q253P__middle,Q76P__top,0.5236582969681738
Q4P__top,Q2P__top,0.5074519952861797
Q4P__top,Q71P__top,0.5124662060678883
Q4P__top,Q74P__top,0.515644392187602
Q4P__top,Q76P__top,0.5428956567433572
Q54P__bottom,Q134P__bottom,0.591158394274156
Q54P__bottom,Q136P__bottom,0.5494204138789481
Q54P__bottom,Q137P__bottom,0.5007779679477206
Q54P__bottom,Q235P__bottom,0.5129920647269333
Q54P__bottom,Q51P__bottom,0.7111477542622876
Q54P__bottom,Q52P__bottom,0.6628368233899644
Q54P__bottom,Q53P__bottom,0.7455314827352743
Q54P__bottom,Q55P__bottom,0.6245272148886607
Q54P__bottom,Q56P__top,0.6175246609124537
Q54P__bottom,Q76P__top,0.5031702193869613
Q59P__middle,Q60P__middle,0.6431308474840015
Q59P__middle,Q74P__top,0.525179436307405
Q59P__middle,Q75P__middle,0.5194997179591916
Q71P__top,Q186__bottom,0.5124938294821466
Q71P__top,Q193__bottom,0.5082004685982056
Q71P__top,Q252__top,0.5460614466044522
Q71P__top,Q56P__top,0.5013679099876696
Q71P__top,Q66P__top,0.5795585435227193
Q71P__top,Q67P__top,0.625044075127524
Q71P__top,Q68P__top,0.5623046002679768
Q71P__top,Q69P__middle,0.5108013445852236
Q71P__top,Q70P__middle,0.5248818786582355
Q71P__top,Q72P__top,0.5471897698690675
Q71P__top,Q73P__top,0.6945534895747631
Q71P__top,Q74P__top,0.6921201036427373
Q71P__top,Q75P__middle,0.5032592789676733
Q71P__top,Q76P__top,0.6893234937969795
Q71P__top,Q77P__top,0.6155003408476528
Q71P__top,Q79P__middle,0.5129169507063773
Q71P__top,Q80P__middle,0.509320420300416
Q71P__top,Q83P__top,0.5622105733292588
Q71P__top,Q85P__top,0.5025739874474037
Q71P__top,Q87P__top,0.5234244611081075
Q71P__top,Q89P__top,0.5092969135657366
Q74P__top,Q122__top,0.5169072658784593
Q74P__top,Q56P__top,0.5384363440197287
Q74P__top,Q66P__top,0.5582119450432208
Q74P__top,Q67P__top,0.5935724083872232
Q74P__top,Q68P__top,0.5718204977464236
Q74P__top,Q69P__middle,0.51266139743506
Q74P__top,Q70P__middle,0.5132710605961635
Q74P__top,Q73P__top,0.6235547717029198
Q74P__top,Q75P__middle,0.5672262503538223
Q74P__top,Q76P__top,0.6848912404467961
Q74P__top,Q77P__top,0.6198532453676486
Q74P__top,Q79P__middle,0.5341955712326083
Q74P__top,Q80P__middle,0.5345874975504605
Q74P__top,Q81P__middle,0.5082195658327345
Q74P__top,Q83P__top,0.5768719925098525
Q74P__top,Q85P__top,0.5206305658980556
Q74P__top,Q87P__top,0.5198467132623511
Q74P__top,Q89P__top,0.5179959500947156
Q75P__middle,Q60P__middle,0.519500748876685
Q75P__middle,Q69P__middle,0.5267393907143807
Q75P__middle,Q70P__middle,0.508048423573234
Q75P__middle,Q76P__top,0.5456520775131923
Q75P__middle,Q77P__top,0.5145226375770475
Q75P__middle,Q78P__middle,0.5273823777216088
Q75P__middle,Q79P__middle,0.5655625027714957
Q75P__middle,Q80P__middle,0.5685335461842047
Q75P__middle,Q81P__middle,0.5467163318699836
Q75P__middle,Q83P__top,0.5004212673495632
Q76P__top,Q122__top,0.5036015869146035
Q76P__top,Q134P__bottom,0.5015482366188121
Q76P__top,Q230P__bottom,0.5034842011469305
Q76P__top,Q252__top,0.5100413534693504
Q76P__top,Q56P__top,0.5070900123304563
Q76P__top,Q66P__top,0.560350933308963
Q76P__top,Q67P__top,0.5917430144622907
Q76P__top,Q68P__top,0.5504123923324727
Q76P__top,Q69P__middle,0.5040782288834563
Q76P__top,Q70P__middle,0.5035527428088373
Q76P__top,Q73P__top,0.6108204436930248
Q76P__top,Q77P__top,0.6255340537823574
Q76P__top,Q79P__middle,0.5270625328428796
Q76P__top,Q80P__middle,0.520254061093468
Q76P__top,Q81P__middle,0.5042381594279056
Q76P__top,Q83P__top,0.5879503758367794
Q76P__top,Q85P__top,0.5350590600653431
Q76P__top,Q87P__top,0.5215563526696977
Q76P__top,Q89P__top,0.5172153807489319
Q77P__top,Q66P__top,0.5580442634475068
Q77P__top,Q67P__top,0.6013380845029452
Q77P__top,Q68P__top,0.5517659321746298
Q77P__top,Q73P__top,0.5586017986570674
Q77P__top,Q78P__middle,0.5555717159964124
Q77P__top,Q79P__middle,0.5394031949191574
Q77P__top,Q80P__middle,0.5323006811625821
Q77P__top,Q81P__middle,0.5112113058444234
Q77P__top,Q82P__top,0.5072115967323588
Q77P__top,Q83P__top,0.5934356289239571
Q77P__top,Q84P__top,0.5106052893122924
Q77P__top,Q85P__top,0.5292948391632124
Q77P__top,Q87P__top,0.5609531428017356
Q77P__top,Q89P__top,0.5547960148352847
Q83P__top,Q62P__top,0.500261605783866
Q83P__top,Q66P__top,0.5307616465368499
Q83P__top,Q67P__top,0.551981169085916
Q83P__top,Q68P__top,0.540645797387232
Q83P__top,Q73P__top,0.5184619176731575
Q83P__top,Q79P__middle,0.5488538328814395
Q83P__top,Q80P__middle,0.5486812915947744
Q83P__top,Q81P__middle,0.5318215430120778
Q83P__top,Q82P__top,0.6538575301947251
Q83P__top,Q84P__top,0.6448853832881439
Q83P__top,Q85P__top,0.6731821543012078
Q83P__top,Q86P__top,0.5724180428888341
Q83P__top,Q87P__top,0.6670446142469806
Q83P__top,Q88P__middle,0.5297263988168598
Q83P__top,Q89P__top,0.6656642839536603
Q113__middle,Q114__middle,0.5895440729483282
Q113__middle,Q115__middle,0.6010334346504559
Q114__middle,Q115__middle,0.5769460419220012
Q114__middle,Q117__top,0.5103547971465384
Q235P__bottom,Q237P__bottom,0.5184635451805875
Q235P__bottom,Q93,0.5189966724232341
Q93,Q206P__top,0.5533254707046881
Q122__top,Q125__top,0.5190939515503447
Q122__top,Q127__top,0.5646532195219196
Q125__top,Q127__top,0.5684408923684735
Q125__top,Q129__top,0.5517615882531821
Q129__top,Q130P__middle,0.5226117555063209
Q167P,Q165P,0.6698450698477904
Q167P,Q166P,0.8080327350637491
Q167P,Q168P,0.8433191151671461
Q167P,Q170P__top,0.5478869190225204
Q167P,Q183__bottom,0.6027791087685673
Q167P,Q186__bottom,0.5594825107810254
Q167P,Q193__bottom,0.6258643351048632
Q167P,Q254P__top,0.6047105040936961
Q218P__bottom,Q183__bottom,0.5661530080161881
Q218P__bottom,Q186__bottom,0.5198837727205243
Q218P__bottom,Q193__bottom,0.5760138674590929
Q218P__bottom,Q203P__bottom,0.5156419012068124
Q218P__bottom,Q205P__bottom,0.5685592483403678
Q218P__bottom,Q209P__bottom,0.6411588792975461
Q218P__bottom,Q210P__bottom,0.6506926700387617
Q218P__bottom,Q211P__bottom,0.6701732804513352
Q218P__bottom,Q212P__bottom,0.636601965346019
Q218P__bottom,Q213P__bottom,0.5220895459076544
Q218P__bottom,Q214P__bottom,0.6419012068124457
Q218P__bottom,Q215P__bottom,0.6727033439608512
Q218P__bottom,Q216P__bottom,0.6179346327599737
Q218P__bottom,Q217P__bottom,0.6852319243250122
Q218P__bottom,Q219P__bottom,0.7550608813661552
Q218P__bottom,Q220P__bottom,0.6839496446567204
Q218P__bottom,Q254P__top,0.5434886367808496
Q28P__top,Q170P__top,0.5105709251940383
Q28P__top,Q186__bottom,0.5126660635207847
Q28P__top,Q29P__top,0.5051664206466359
Q46P__middle,Q47P__middle,0.5193090992929603
Q132P__bottom,Q133P__bottom,0.5992608543824933
Q132P__bottom,Q134P__bottom,0.5410986447902844
Q132P__bottom,Q135P__bottom,0.5378477421388604
Q132P__bottom,Q136P__bottom,0.5748549566972169
Q132P__bottom,Q137P__bottom,0.5997671089978409
Q132P__bottom,Q138P__bottom,0.5462955625990491
Q133P__bottom,Q136P__bottom,0.5184562347599428
Q133P__bottom,Q137P__bottom,0.5679144125567065
Q134P__bottom,Q135P__bottom,0.7410158404917645
Q134P__bottom,Q136P__bottom,0.7101178268387823
Q134P__bottom,Q137P__bottom,0.6497567056741866
Q134P__bottom,Q138P__bottom,0.7380546751188589
Q134P__bottom,Q222P__top,0.5694118900490092
Q134P__bottom,Q231P__bottom,0.5056299513411349
Q134P__bottom,Q51P__bottom,0.5721979335279791
Q134P__bottom,Q52P__bottom,0.5850493875938364
Q134P__bottom,Q53P__bottom,0.5870176032498308
Q135P__bottom,Q136P__bottom,0.7198557805973678
Q135P__bottom,Q137P__bottom,0.6453621246749153
Q135P__bottom,Q138P__bottom,0.7750807786271574
Q135P__bottom,Q205P__bottom,0.5392071873276066
Q135P__bottom,Q210P__bottom,0.5877005440545098
Q135P__bottom,Q211P__bottom,0.5402513988493971
Q135P__bottom,Q212P__bottom,0.5830063543873051
Q135P__bottom,Q214P__bottom,0.5091220742375285
Q135P__bottom,Q215P__bottom,0.5804107659227404
Q135P__bottom,Q254P__top,0.5842603810992401
Q135P__bottom,Q255P__top,0.558298526282607
Q135P__bottom,Q52P__bottom,0.5948004741209009
Q136P__bottom,Q137P__bottom,0.7109013705541074
Q136P__bottom,Q138P__bottom,0.7596671949286846
Q136P__bottom,Q52P__bottom,0.5718372184907151
Q136P__bottom,Q53P__bottom,0.5510324983073798
Q137P__bottom,Q138P__bottom,0.7024960380348653
Q137P__bottom,Q231P__bottom,0.5120933504766988
Q137P__bottom,Q52P__bottom,0.5037534571315686
Q137P__bottom,Q53P__bottom,0.5004908598510495
Q138P__bottom,Q254P__top,0.5780739435326945
Q138P__bottom,Q52P__bottom,0.595527459502173
Q138P__bottom,Q53P__bottom,0.5828029790115098
Q222P__top,Q202P__top,0.6528467253243864
Q222P__top,Q221P__top,0.8468286099865048
Q222P__top,Q234P__top,0.6866159814888916
Q222P__top,Q254P__top,0.6284892392925634
Q231P__bottom,Q230P__bottom,0.597695828832999
Q51P__bottom,Q52P__bottom,0.7799948565118073
Q51P__bottom,Q53P__bottom,0.7852896237689666
Q51P__bottom,Q55P__bottom,0.7817423540315107
Q51P__bottom,Q56P__top,0.6028773278066049
Q52P__bottom,Q53P__bottom,0.7580244962465429
Q52P__bottom,Q55P__bottom,0.7378077799764546
Q53P__bottom,Q55P__bottom,0.7044310297322346
Q53P__bottom,Q56P__top,0.6000846310088016
Q205P__bottom,Q183__bottom,0.5408397540664643
Q205P__bottom,Q186__bottom,0.512903508004549
Q205P__bottom,Q193__bottom,0.5378021601234356
Q205P__bottom,Q201P__bottom,0.5559881025282127
Q205P__bottom,Q203P__bottom,0.5787551395328493
Q205P__bottom,Q204P__bottom,0.5263537748228502
Q205P__bottom,Q206P__bottom,0.6021782871139882
Q205P__bottom,Q207P__bottom,0.6060274691628029
Q205P__bottom,Q209P__bottom,0.546058962470475
Q205P__bottom,Q210P__bottom,0.5627574698858007
Q205P__bottom,Q211P__bottom,0.5795000106926712
Q205P__bottom,Q212P__bottom,0.5594812319872218
Q205P__bottom,Q214P__bottom,0.5642550957921442
Q205P__bottom,Q215P__bottom,0.5670275079706384
Q205P__bottom,Q216P__bottom,0.546058962470475
Q205P__bottom,Q217P__bottom,0.5159872277141108
Q205P__bottom,Q219P__bottom,0.5353790477626569
Q205P__bottom,Q254P__top,0.5257921210118589
Q210P__bottom,Q183__bottom,0.6024404234238933
Q210P__bottom,Q186__bottom,0.5023031061514661
Q210P__bottom,Q193__bottom,0.6172324485929325
Q210P__bottom,Q203P__bottom,0.5173558603187847
Q210P__bottom,Q209P__bottom,0.6402982739740314
Q210P__bottom,Q211P__bottom,0.7093566946515791
Q210P__bottom,Q212P__bottom,0.8245425188374597
Q210P__bottom,Q213P__bottom,0.51779040864925
Q210P__bottom,Q214P__bottom,0.6201352314404408
Q210P__bottom,Q215P__bottom,0.7319358259025569
Q210P__bottom,Q216P__bottom,0.5954528862700109
Q210P__bottom,Q217P__bottom,0.5379013053831847
Q210P__bottom,Q219P__bottom,0.6856477377413916
Q210P__bottom,Q220P__bottom,0.6979171795755577
Q210P__bottom,Q254P__top,0.6267751299299508
Q211P__bottom,Q183__bottom,0.5411121488053545
Q211P__bottom,Q186__bottom,0.5143388721370373
Q211P__bottom,Q193__bottom,0.5448882793302474
Q211P__bottom,Q203P__bottom,0.5353392784585446
Q211P__bottom,Q209P__bottom,0.6886080280575694
Q211P__bottom,Q212P__bottom,0.740650717038786
Q211P__bottom,Q213P__bottom,0.568379632599816
Q211P__bottom,Q214P__bottom,0.6691259810525866
Q211P__bottom,Q215P__bottom,0.6744457625861942
Q211P__bottom,Q216P__bottom,0.6479117213062168
Q211P__bottom,Q217P__bottom,0.5792861572678086
Q211P__bottom,Q219P__bottom,0.6275492894032495
Q211P__bottom,Q220P__bottom,0.5854054852528435
Q212P__bottom,Q183__bottom,0.5979547900968784
Q212P__bottom,Q186__bottom,0.510434390082989
Q212P__bottom,Q193__bottom,0.6172436542935519
Q212P__bottom,Q203P__bottom,0.5194798430501059
Q212P__bottom,Q209P__bottom,0.6173131011493455
Q212P__bottom,Q213P__bottom,0.5158338831209417
Q212P__bottom,Q214P__bottom,0.6092919893051842
Q212P__bottom,Q215P__bottom,0.7269349630195493
Q212P__bottom,Q216P__bottom,0.5862703566096045
Q212P__bottom,Q217P__bottom,0.5330914267856522
Q212P__bottom,Q219P__bottom,0.6827494010208688
Q212P__bottom,Q220P__bottom,0.7084215536625799
Q214P__bottom,Q183__bottom,0.5121604794147404
Q214P__bottom,Q186__bottom,0.5059763661882556
Q214P__bottom,Q193__bottom,0.519191572851782
Q214P__bottom,Q203P__bottom,0.5366985784740353
Q214P__bottom,Q209P__bottom,0.6491375016978314
Q214P__bottom,Q213P__bottom,0.6169692579345316
Q214P__bottom,Q215P__bottom,0.6704233706532217
Q214P__bottom,Q216P__bottom,0.6903608457463667
Q214P__bottom,Q217P__bottom,0.6016887762031965
Q214P__bottom,Q219P__bottom,0.594941003505862
Q214P__bottom,Q220P__bottom,0.5482955011735355
Q215P__bottom,Q183__bottom,0.6039334173648698
Q215P__bottom,Q193__bottom,0.6196522577296656
Q215P__bottom,Q203P__bottom,0.5354415362942092
Q215P__bottom,Q209P__bottom,0.6007266256395047
Q215P__bottom,Q213P__bottom,0.5437829020538296
Q215P__bottom,Q216P__bottom,0.6803403277229925
Q215P__bottom,Q217P__bottom,0.5653592348187143
Q215P__bottom,Q219P__bottom,0.762289612219174
Q215P__bottom,Q220P__bottom,0.7014952319989496
Q254P__top,Q151P,0.6527513926007019
Q254P__top,Q165P,0.62248187494049
Q254P__top,Q168P,0.6366762556624673
Q254P__top,Q170P__top,0.506113008040533
Q254P__top,Q183__bottom,0.5975327679259831
Q254P__top,Q186__bottom,0.5244336747806293
Q254P__top,Q193__bottom,0.6068032455850497
Q254P__top,Q221P__top,0.6130631126776077
Q254P__top,Q234P__top,0.6389116024983037
Q254P__top,Q255P__top,0.628905532914785
Q254P__top,Q256P__top,0.520450122994456
Q254P__top,Q257P__top,0.6021221133017587
Q254P__top,Q45P__top,0.6417189852039505
Q255P__top,Q186__bottom,0.501337668752058
Q255P__top,Q221P__top,0.5603674035276901
Q255P__top,Q256P__top,0.7253868949621337
Q255P__top,Q257P__top,0.7015352321369773
Q142P__top,Q146P__top,0.5667830641641205
Q142P__top,Q147P__top,0.5600238793009877
Q142P__top,Q148P__top,0.5797651309846432
Q146P__top,Q147P__top,0.8323564528383806
Q146P__top,Q148P__top,0.7658500654735924
Q147P__top,Q148P__top,0.7853305112341257
Q147P__top,Q186__bottom,0.5027621632099244
Q186__bottom,Q151P,0.504507840422449
Q186__bottom,Q15P,0.5006057375460361
Q186__bottom,Q165P,0.5099364772773645
Q186__bottom,Q166P,0.5167890133820379
Q186__bottom,Q168P,0.5376450748933638
Q186__bottom,Q170P__top,0.633165342120566
Q186__bottom,Q183__bottom,0.6374426025371625
Q186__bottom,Q185__bottom,0.667086644698585
Q186__bottom,Q193__bottom,0.671828866411414
Q186__bottom,Q195__bottom,0.5440953232547984
Q186__bottom,Q209P__bottom,0.5707501453770111
Q186__bottom,Q216P__bottom,0.5089593058895647
Q186__bottom,Q22P,0.5683998836983911
Q186__bottom,Q29P__top,0.5132535375072689
Q151P,Q193__bottom,0.6043404063496153
Q151P,Q257P__top,0.5114144959268442
Q193__bottom,Q165P,0.6086755444319001
Q193__bottom,Q168P,0.6187051549118804
Q193__bottom,Q170P__top,0.5195725470026858
Q193__bottom,Q180__bottom,0.6212792725817059
Q193__bottom,Q181__bottom,0.6054628224582701
Q193__bottom,Q183__bottom,0.7807493761548279
Q193__bottom,Q185__bottom,0.5300302874449968
Q193__bottom,Q189__bottom,0.606855186507252
Q193__bottom,Q191__bottom,0.6162066610421437
Q193__bottom,Q194__bottom,0.6209755076407787
Q193__bottom,Q195__bottom,0.6190258490961388
Q193__bottom,Q209P__bottom,0.5101434367678153
Q193__bottom,Q216P__bottom,0.5040478503533535
Q193__bottom,Q219P__bottom,0.6085309307498021
Q193__bottom,Q22P,0.5154199287578338
Q257P__top,Q234P__top,0.5032446632683241
Q257P__top,Q256P__top,0.7266330506532203
Q257P__top,Q45P__top,0.5048190780415267
Q158__top,Q159__top,0.7553216807255996
Q159__top,Q162__bottom,0.5078867594923702
Q15P,Q170P__top,0.518499244170198
Q15P,Q171P__top,0.5300085044344551
Q170P__top,Q166P,0.5131361736503811
Q170P__top,Q168P,0.5286677908937606
Q170P__top,Q183__bottom,0.5102926297766364
Q170P__top,Q185__bottom,0.5127499814140213
Q170P__top,Q209P__bottom,0.543192846762076
Q170P__top,Q20P,0.5060342477634873
Q170P__top,Q22P,0.5552003568507917
Q170P__top,Q29P__top,0.5405050429955641
Q171P__top,Q64P__top,0.510520153871885
Q44P__top,Q45P__top,0.6401369863013698
Q165P,Q166P,0.71575281907586
Q165P,Q168P,0.7759293768788171
Q165P,Q183__bottom,0.5919583225648489
Q166P,Q168P,0.8424428793439804
Q168P,Q183__bottom,0.5938564295870119
Q183__bottom,Q179__bottom,0.6056368522268496
Q183__bottom,Q180__bottom,0.6277842907385698
Q183__bottom,Q181__bottom,0.6161781540345552
Q183__bottom,Q185__bottom,0.5256634757568682
Q183__bottom,Q189__bottom,0.6069480752133123
Q183__bottom,Q190__bottom,0.5931006452268455
Q183__bottom,Q191__bottom,0.6151219316218713
Q183__bottom,Q192__bottom,0.5879291585281124
Q183__bottom,Q194__bottom,0.6104528644197893
Q183__bottom,Q195__bottom,0.6038018522842244
Q183__bottom,Q216P__bottom,0.5010701221884971
Q183__bottom,Q219P__bottom,0.5938477777358917
Q183__bottom,Q22P,0.5199237294731107
Q195__bottom,Q189__bottom,0.5502063456256054
Q195__bottom,Q190__bottom,0.5864451557181324
Q195__bottom,Q191__bottom,0.5600551738915003
Q195__bottom,Q194__bottom,0.559988835391808
Q209P__bottom,Q201P__bottom,0.5061704066802966
Q209P__bottom,Q213P__bottom,0.6063748552848732
Q209P__bottom,Q216P__bottom,0.648512283679917
Q209P__bottom,Q217P__bottom,0.6188388304554524
Q209P__bottom,Q219P__bottom,0.5457835412975459
Q209P__bottom,Q22P,0.5320097544153509
Q234P__top,Q221P__top,0.6317611649471981
Q22P,Q20P,0.6337563705406216
Q22P,Q29P__top,0.5304786649345458
Q22P,Q36P__bottom,0.5563355651044269
Q29P__top,Q20P,0.5261874469889737
Q221P__top,Q202P__top,0.6117292615289808
Q179__bottom,Q180__bottom,0.8469032972911015
Q179__bottom,Q181__bottom,0.8971459137278875
Q179__bottom,Q189__bottom,0.8681975063360461
Q179__bottom,Q190__bottom,0.6769826411441817
Q179__bottom,Q191__bottom,0.8720055018530547
Q179__bottom,Q192__bottom,0.8824488340401686
Q179__bottom,Q194__bottom,0.8364599651039876
Q180__bottom,Q181__bottom,0.8654127732076777
Q180__bottom,Q189__bottom,0.8145012539975318
Q180__bottom,Q190__bottom,0.693034626712035
Q180__bottom,Q191__bottom,0.8300054906057075
Q180__bottom,Q192__bottom,0.8151750717722166
Q180__bottom,Q194__bottom,0.8290698485800014
Q181__bottom,Q189__bottom,0.8720922517549331
Q181__bottom,Q190__bottom,0.6892820062295344
Q181__bottom,Q191__bottom,0.8801347070255304
Q181__bottom,Q192__bottom,0.8779937862957671
Q181__bottom,Q194__bottom,0.8476026941405106
Q189__bottom,Q190__bottom,0.7152961159251051
Q189__bottom,Q191__bottom,0.887233110842766
Q189__bottom,Q192__bottom,0.8767877508750311
Q189__bottom,Q194__bottom,0.8375376531004923
Q190__bottom,Q191__bottom,0.7221887429191274
Q190__bottom,Q192__bottom,0.6901144422741633
Q190__bottom,Q194__bottom,0.6941176470588235
Q191__bottom,Q192__bottom,0.8901327949870875
Q191__bottom,Q194__bottom,0.8679308451515273
Q192__bottom,Q194__bottom,0.8896215408413408
Q203P__bottom,Q201P__bottom,0.5417196670460378
Q203P__bottom,Q216P__bottom,0.5215014170627748
Q216P__bottom,Q213P__bottom,0.59008817843165
Q216P__bottom,Q217P__bottom,0.6188051115197812
Q216P__bottom,Q219P__bottom,0.6096053077996004
Q216P__bottom,Q220P__bottom,0.5395801532982093
Q219P__bottom,Q217P__bottom,0.626135635390357
Q219P__bottom,Q220P__bottom,0.8119388776732811
Q206P__top,Q204P__top,0.7476937362482085
Q206P__top,Q205P__top,0.5695348485176135
Q206P__top,Q207P__top,0.756784810674048
Q206P__top,Q208P__top,0.5445797201738641
Q204P__bottom,Q206P__bottom,0.6678869801933728
Q204P__bottom,Q207P__bottom,0.6169189418588202
Q206P__bottom,Q207P__bottom,0.7406422407695572
Q204P__top,Q205P__top,0.5035022911241648
Q204P__top,Q207P__top,0.6810795534831143
Q204P__top,Q208P__top,0.548376026968651
Q205P__top,Q207P__top,0.5244368890777731
Q207P__top,Q208P__top,0.5740898144213061
Q217P__bottom,Q213P__bottom,0.5822738924419357
Q217P__bottom,Q220P__bottom,0.5592922677958869
Q226P__bottom,Q230P__bottom,0.5365427146016561
Q237P__bottom,Q239P__bottom,0.6482664360826755
Q237P__bottom,Q245__bottom,0.6082686097098781
Q239P__bottom,Q245__bottom,0.5364987855979929
Q241__top,Q247__top,0.5341632228785843
Q252__top,Q73P__top,0.5620477933758036
Q73P__top,Q66P__top,0.5876760751968293
Q73P__top,Q67P__top,0.5696106316202433
Q73P__top,Q68P__top,0.5871974296838838
Q73P__top,Q70P__middle,0.5087758275938681
Q73P__top,Q72P__top,0.6533190392026194
Q73P__top,Q82P__top,0.5217454292585403
Q73P__top,Q84P__top,0.5139222901515371
Q73P__top,Q85P__top,0.5199678518970152
Q73P__top,Q87P__top,0.5293015566882491
Q73P__top,Q89P__top,0.518070629717371
Q62P__top,Q63P__top,0.7616057838660578
Q65P__middle,Q69P__middle,0.5639433952338366
Q65P__middle,Q70P__middle,0.5315207731615197
Q69P__middle,Q70P__middle,0.650218317639013
Q69P__middle,Q78P__middle,0.5202798674312168
Q69P__middle,Q79P__middle,0.5204153822830866
Q69P__middle,Q80P__middle,0.5155076477780273
Q69P__middle,Q81P__middle,0.508024097605427
Q70P__middle,Q78P__middle,0.5209180398031243
Q70P__middle,Q79P__middle,0.5058113093132548
Q70P__middle,Q80P__middle,0.5041794545499912
Q66P__top,Q67P__top,0.7375686543742644
Q66P__top,Q68P__top,0.6192758823844464
Q66P__top,Q85P__top,0.511916876439398
Q66P__top,Q87P__top,0.5222269830217985
Q66P__top,Q89P__top,0.5149429596700766
Q67P__top,Q68P__top,0.602957041977246
Q67P__top,Q87P__top,0.507576500588466
Q68P__top,Q79P__middle,0.5018697256051342
Q68P__top,Q82P__top,0.5143899583412748
Q68P__top,Q85P__top,0.537996569281455
Q68P__top,Q87P__top,0.5387589511803306
Q68P__top,Q89P__top,0.5365262613336238
Q85P__top,Q79P__middle,0.5041689827682045
Q85P__top,Q82P__top,0.6040794834132417
Q85P__top,Q84P__top,0.7134938890890447
Q85P__top,Q86P__top,0.6415486517196464
Q85P__top,Q87P__top,0.7314781650365064
Q85P__top,Q88P__middle,0.5574093063215365
Q85P__top,Q89P__top,0.7247534571098011
Q87P__top,Q78P__middle,0.5081853199229617
Q87P__top,Q82P__top,0.5982366717178674
Q87P__top,Q84P__top,0.7236533957845434
Q87P__top,Q86P__top,0.6215456674473068
